 E (mV), i (mA), E (mV)-20, i (mA)-20, E (mV)-40, i (mA)-40, E (mV)-60, i (mA)-60, E (mV)-80, i (mA)-80, E (mV)-100, i (mA)-100, E (mV)-150, i (mA)-150, E (mV)-200, i (mA)-200, E (mV)-250, i (mA)-250, E (mV)-300, i (mA)-300, E (mV)-350, i (mA)-350, E (mV)-400, i (mA)-400, E (mV)-450, i (mA)-450, E (mV)-500, i (mA)-500, E (mV)-600, i (mA)-600, E (mV)-700, i (mA)-700, E (mV)-800, i (mA)-800, E (mV)-900, i (mA)-900, E (mV)-1000, i (mA)-1000
-450.53,-2.59E-01,-450530,-2.59E+05,-450530000,-2.59E+11,-4.5053E+11,-2.59E+17,-4.5053E+14,-2.59E+23,-4.5053E+17,-2.59E+29,-4.5053E+20,-2.59E+35,-4.5053E+23,-2.59E+41,-4.5053E+26,-2.59E+47,-4.5053E+29,-2.59E+53,-4.5053E+32,-2.59E+59,-4.5053E+35,-2.59E+65,-4.5053E+38,-2.59E+71,-4.5053E+41,-2.59E+77,-4.5053E+44,-2.59E+83,-4.5053E+47,-2.59E+89,-4.5053E+50,-2.59E+95,-4.5053E+53,-2.59E+101,-4.5053E+56,-2.59E+107
-460.45,-2.77E-01,-460450,-2.77E+05,-460450000,-2.77E+11,-4.6045E+11,-2.77E+17,-4.6045E+14,-2.77E+23,-4.6045E+17,-2.77E+29,-4.6045E+20,-2.77E+35,-4.6045E+23,-2.77E+41,-4.6045E+26,-2.77E+47,-4.6045E+29,-2.77E+53,-4.6045E+32,-2.77E+59,-4.6045E+35,-2.77E+65,-4.6045E+38,-2.77E+71,-4.6045E+41,-2.77E+77,-4.6045E+44,-2.77E+83,-4.6045E+47,-2.77E+89,-4.6045E+50,-2.77E+95,-4.6045E+53,-2.77E+101,-4.6045E+56,-2.77E+107
-470.37,-2.98E-01,-470370,-2.98E+05,-470370000,-2.98E+11,-4.7037E+11,-2.98E+17,-4.7037E+14,-2.98E+23,-4.7037E+17,-2.98E+29,-4.7037E+20,-2.98E+35,-4.7037E+23,-2.98E+41,-4.7037E+26,-2.98E+47,-4.7037E+29,-2.98E+53,-4.7037E+32,-2.98E+59,-4.7037E+35,-2.98E+65,-4.7037E+38,-2.98E+71,-4.7037E+41,-2.98E+77,-4.7037E+44,-2.98E+83,-4.7037E+47,-2.98E+89,-4.7037E+50,-2.98E+95,-4.7037E+53,-2.98E+101,-4.7037E+56,-2.98E+107
-480.32,-3.20E-01,-480320,-3.20E+05,-480320000,-3.20E+11,-4.8032E+11,-3.20E+17,-4.8032E+14,-3.20E+23,-4.8032E+17,-3.20E+29,-4.8032E+20,-3.20E+35,-4.8032E+23,-3.20E+41,-4.8032E+26,-3.20E+47,-4.8032E+29,-3.20E+53,-4.8032E+32,-3.20E+59,-4.8032E+35,-3.20E+65,-4.8032E+38,-3.20E+71,-4.8032E+41,-3.20E+77,-4.8032E+44,-3.20E+83,-4.8032E+47,-3.20E+89,-4.8032E+50,-3.20E+95,-4.8032E+53,-3.20E+101,-4.8032E+56,-3.20E+107
-490.23,-3.44E-01,-490230,-3.44E+05,-490230000,-3.44E+11,-4.9023E+11,-3.44E+17,-4.9023E+14,-3.44E+23,-4.9023E+17,-3.44E+29,-4.9023E+20,-3.44E+35,-4.9023E+23,-3.44E+41,-4.9023E+26,-3.44E+47,-4.9023E+29,-3.44E+53,-4.9023E+32,-3.44E+59,-4.9023E+35,-3.44E+65,-4.9023E+38,-3.44E+71,-4.9023E+41,-3.44E+77,-4.9023E+44,-3.44E+83,-4.9023E+47,-3.44E+89,-4.9023E+50,-3.44E+95,-4.9023E+53,-3.44E+101,-4.9023E+56,-3.44E+107
-497.5,-3.47E-01,-497500,-3.47E+05,-497500000,-3.47E+11,-4.975E+11,-3.47E+17,-4.975E+14,-3.47E+23,-4.975E+17,-3.47E+29,-4.975E+20,-3.47E+35,-4.975E+23,-3.47E+41,-4.975E+26,-3.47E+47,-4.975E+29,-3.47E+53,-4.975E+32,-3.47E+59,-4.975E+35,-3.47E+65,-4.975E+38,-3.47E+71,-4.975E+41,-3.47E+77,-4.975E+44,-3.47E+83,-4.975E+47,-3.47E+89,-4.975E+50,-3.47E+95,-4.975E+53,-3.47E+101,-4.975E+56,-3.47E+107
-487.52,-2.17E-01,-487520,-2.17E+05,-487520000,-2.17E+11,-4.8752E+11,-2.17E+17,-4.8752E+14,-2.17E+23,-4.8752E+17,-2.17E+29,-4.8752E+20,-2.17E+35,-4.8752E+23,-2.17E+41,-4.8752E+26,-2.17E+47,-4.8752E+29,-2.17E+53,-4.8752E+32,-2.17E+59,-4.8752E+35,-2.17E+65,-4.8752E+38,-2.17E+71,-4.8752E+41,-2.17E+77,-4.8752E+44,-2.17E+83,-4.8752E+47,-2.17E+89,-4.8752E+50,-2.17E+95,-4.8752E+53,-2.17E+101,-4.8752E+56,-2.17E+107
-477.57,-1.73E-01,-477570,-1.73E+05,-477570000,-1.73E+11,-4.7757E+11,-1.73E+17,-4.7757E+14,-1.73E+23,-4.7757E+17,-1.73E+29,-4.7757E+20,-1.73E+35,-4.7757E+23,-1.73E+41,-4.7757E+26,-1.73E+47,-4.7757E+29,-1.73E+53,-4.7757E+32,-1.73E+59,-4.7757E+35,-1.73E+65,-4.7757E+38,-1.73E+71,-4.7757E+41,-1.73E+77,-4.7757E+44,-1.73E+83,-4.7757E+47,-1.73E+89,-4.7757E+50,-1.73E+95,-4.7757E+53,-1.73E+101,-4.7757E+56,-1.73E+107
-467.59,-1.40E-01,-467590,-1.40E+05,-467590000,-1.40E+11,-4.6759E+11,-1.40E+17,-4.6759E+14,-1.40E+23,-4.6759E+17,-1.40E+29,-4.6759E+20,-1.40E+35,-4.6759E+23,-1.40E+41,-4.6759E+26,-1.40E+47,-4.6759E+29,-1.40E+53,-4.6759E+32,-1.40E+59,-4.6759E+35,-1.40E+65,-4.6759E+38,-1.40E+71,-4.6759E+41,-1.40E+77,-4.6759E+44,-1.40E+83,-4.6759E+47,-1.40E+89,-4.6759E+50,-1.40E+95,-4.6759E+53,-1.40E+101,-4.6759E+56,-1.40E+107
-457.61,-1.14E-01,-457610,-1.14E+05,-457610000,-1.14E+11,-4.5761E+11,-1.14E+17,-4.5761E+14,-1.14E+23,-4.5761E+17,-1.14E+29,-4.5761E+20,-1.14E+35,-4.5761E+23,-1.14E+41,-4.5761E+26,-1.14E+47,-4.5761E+29,-1.14E+53,-4.5761E+32,-1.14E+59,-4.5761E+35,-1.14E+65,-4.5761E+38,-1.14E+71,-4.5761E+41,-1.14E+77,-4.5761E+44,-1.14E+83,-4.5761E+47,-1.14E+89,-4.5761E+50,-1.14E+95,-4.5761E+53,-1.14E+101,-4.5761E+56,-1.14E+107
-447.66,-9.30E-02,-447660,-9.30E+04,-447660000,-9.30E+10,-4.4766E+11,-9.30E+16,-4.4766E+14,-9.30E+22,-4.4766E+17,-9.30E+28,-4.4766E+20,-9.30E+34,-4.4766E+23,-9.30E+40,-4.4766E+26,-9.30E+46,-4.4766E+29,-9.30E+52,-4.4766E+32,-9.30E+58,-4.4766E+35,-9.30E+64,-4.4766E+38,-9.30E+70,-4.4766E+41,-9.30E+76,-4.4766E+44,-9.30E+82,-4.4766E+47,-9.30E+88,-4.4766E+50,-9.30E+94,-4.4766E+53,-9.30E+100,-4.4766E+56,-9.30E+106
-437.68,-7.56E-02,-437680,-7.56E+04,-437680000,-7.56E+10,-4.3768E+11,-7.56E+16,-4.3768E+14,-7.56E+22,-4.3768E+17,-7.56E+28,-4.3768E+20,-7.56E+34,-4.3768E+23,-7.56E+40,-4.3768E+26,-7.56E+46,-4.3768E+29,-7.56E+52,-4.3768E+32,-7.56E+58,-4.3768E+35,-7.56E+64,-4.3768E+38,-7.56E+70,-4.3768E+41,-7.56E+76,-4.3768E+44,-7.56E+82,-4.3768E+47,-7.56E+88,-4.3768E+50,-7.56E+94,-4.3768E+53,-7.56E+100,-4.3768E+56,-7.56E+106
-427.73,-6.10E-02,-427730,-6.10E+04,-427730000,-6.10E+10,-4.2773E+11,-6.10E+16,-4.2773E+14,-6.10E+22,-4.2773E+17,-6.10E+28,-4.2773E+20,-6.10E+34,-4.2773E+23,-6.10E+40,-4.2773E+26,-6.10E+46,-4.2773E+29,-6.10E+52,-4.2773E+32,-6.10E+58,-4.2773E+35,-6.10E+64,-4.2773E+38,-6.10E+70,-4.2773E+41,-6.10E+76,-4.2773E+44,-6.10E+82,-4.2773E+47,-6.10E+88,-4.2773E+50,-6.10E+94,-4.2773E+53,-6.10E+100,-4.2773E+56,-6.10E+106
-417.76,-4.89E-02,-417760,-4.89E+04,-417760000,-4.89E+10,-4.1776E+11,-4.89E+16,-4.1776E+14,-4.89E+22,-4.1776E+17,-4.89E+28,-4.1776E+20,-4.89E+34,-4.1776E+23,-4.89E+40,-4.1776E+26,-4.89E+46,-4.1776E+29,-4.89E+52,-4.1776E+32,-4.89E+58,-4.1776E+35,-4.89E+64,-4.1776E+38,-4.89E+70,-4.1776E+41,-4.89E+76,-4.1776E+44,-4.89E+82,-4.1776E+47,-4.89E+88,-4.1776E+50,-4.89E+94,-4.1776E+53,-4.89E+100,-4.1776E+56,-4.89E+106
-407.78,-3.87E-02,-407780,-3.87E+04,-407780000,-3.87E+10,-4.0778E+11,-3.87E+16,-4.0778E+14,-3.87E+22,-4.0778E+17,-3.87E+28,-4.0778E+20,-3.87E+34,-4.0778E+23,-3.87E+40,-4.0778E+26,-3.87E+46,-4.0778E+29,-3.87E+52,-4.0778E+32,-3.87E+58,-4.0778E+35,-3.87E+64,-4.0778E+38,-3.87E+70,-4.0778E+41,-3.87E+76,-4.0778E+44,-3.87E+82,-4.0778E+47,-3.87E+88,-4.0778E+50,-3.87E+94,-4.0778E+53,-3.87E+100,-4.0778E+56,-3.87E+106
-397.83,-3.00E-02,-397830,-3.00E+04,-397830000,-3.00E+10,-3.9783E+11,-3.00E+16,-3.9783E+14,-3.00E+22,-3.9783E+17,-3.00E+28,-3.9783E+20,-3.00E+34,-3.9783E+23,-3.00E+40,-3.9783E+26,-3.00E+46,-3.9783E+29,-3.00E+52,-3.9783E+32,-3.00E+58,-3.9783E+35,-3.00E+64,-3.9783E+38,-3.00E+70,-3.9783E+41,-3.00E+76,-3.9783E+44,-3.00E+82,-3.9783E+47,-3.00E+88,-3.9783E+50,-3.00E+94,-3.9783E+53,-3.00E+100,-3.9783E+56,-3.00E+106
-387.85,-2.26E-02,-387850,-2.26E+04,-387850000,-2.26E+10,-3.8785E+11,-2.26E+16,-3.8785E+14,-2.26E+22,-3.8785E+17,-2.26E+28,-3.8785E+20,-2.26E+34,-3.8785E+23,-2.26E+40,-3.8785E+26,-2.26E+46,-3.8785E+29,-2.26E+52,-3.8785E+32,-2.26E+58,-3.8785E+35,-2.26E+64,-3.8785E+38,-2.26E+70,-3.8785E+41,-2.26E+76,-3.8785E+44,-2.26E+82,-3.8785E+47,-2.26E+88,-3.8785E+50,-2.26E+94,-3.8785E+53,-2.26E+100,-3.8785E+56,-2.26E+106
-377.9,-1.66E-02,-377900,-1.66E+04,-377900000,-1.66E+10,-3.779E+11,-1.66E+16,-3.779E+14,-1.66E+22,-3.779E+17,-1.66E+28,-3.779E+20,-1.66E+34,-3.779E+23,-1.66E+40,-3.779E+26,-1.66E+46,-3.779E+29,-1.66E+52,-3.779E+32,-1.66E+58,-3.779E+35,-1.66E+64,-3.779E+38,-1.66E+70,-3.779E+41,-1.66E+76,-3.779E+44,-1.66E+82,-3.779E+47,-1.66E+88,-3.779E+50,-1.66E+94,-3.779E+53,-1.66E+100,-3.779E+56,-1.66E+106
-367.92,-1.10E-02,-367920,-1.10E+04,-367920000,-1.10E+10,-3.6792E+11,-1.10E+16,-3.6792E+14,-1.10E+22,-3.6792E+17,-1.10E+28,-3.6792E+20,-1.10E+34,-3.6792E+23,-1.10E+40,-3.6792E+26,-1.10E+46,-3.6792E+29,-1.10E+52,-3.6792E+32,-1.10E+58,-3.6792E+35,-1.10E+64,-3.6792E+38,-1.10E+70,-3.6792E+41,-1.10E+76,-3.6792E+44,-1.10E+82,-3.6792E+47,-1.10E+88,-3.6792E+50,-1.10E+94,-3.6792E+53,-1.10E+100,-3.6792E+56,-1.10E+106
-357.94,-5.95E-03,-357940,-5.95E+03,-357940000,-5.95E+09,-3.5794E+11,-5.95E+15,-3.5794E+14,-5.95E+21,-3.5794E+17,-5.95E+27,-3.5794E+20,-5.95E+33,-3.5794E+23,-5.95E+39,-3.5794E+26,-5.95E+45,-3.5794E+29,-5.95E+51,-3.5794E+32,-5.95E+57,-3.5794E+35,-5.95E+63,-3.5794E+38,-5.95E+69,-3.5794E+41,-5.95E+75,-3.5794E+44,-5.95E+81,-3.5794E+47,-5.95E+87,-3.5794E+50,-5.95E+93,-3.5794E+53,-5.95E+99,-3.5794E+56,-5.95E+105
-347.99,-1.72E-03,-347990,-1.72E+03,-347990000,-1.72E+09,-3.4799E+11,-1.72E+15,-3.4799E+14,-1.72E+21,-3.4799E+17,-1.72E+27,-3.4799E+20,-1.72E+33,-3.4799E+23,-1.72E+39,-3.4799E+26,-1.72E+45,-3.4799E+29,-1.72E+51,-3.4799E+32,-1.72E+57,-3.4799E+35,-1.72E+63,-3.4799E+38,-1.72E+69,-3.4799E+41,-1.72E+75,-3.4799E+44,-1.72E+81,-3.4799E+47,-1.72E+87,-3.4799E+50,-1.72E+93,-3.4799E+53,-1.72E+99,-3.4799E+56,-1.72E+105
-338.01,1.40E-03,-338010,1.40E+03,-338010000,1.40E+09,-3.3801E+11,1.40E+15,-3.3801E+14,1.40E+21,-3.3801E+17,1.40E+27,-3.3801E+20,1.40E+33,-3.3801E+23,1.40E+39,-3.3801E+26,1.40E+45,-3.3801E+29,1.40E+51,-3.3801E+32,1.40E+57,-3.3801E+35,1.40E+63,-3.3801E+38,1.40E+69,-3.3801E+41,1.40E+75,-3.3801E+44,1.40E+81,-3.3801E+47,1.40E+87,-3.3801E+50,1.40E+93,-3.3801E+53,1.40E+99,-3.3801E+56,1.40E+105
-328.06,4.79E-03,-328060,4.79E+03,-328060000,4.79E+09,-3.2806E+11,4.79E+15,-3.2806E+14,4.79E+21,-3.2806E+17,4.79E+27,-3.2806E+20,4.79E+33,-3.2806E+23,4.79E+39,-3.2806E+26,4.79E+45,-3.2806E+29,4.79E+51,-3.2806E+32,4.79E+57,-3.2806E+35,4.79E+63,-3.2806E+38,4.79E+69,-3.2806E+41,4.79E+75,-3.2806E+44,4.79E+81,-3.2806E+47,4.79E+87,-3.2806E+50,4.79E+93,-3.2806E+53,4.79E+99,-3.2806E+56,4.79E+105
-318.08,7.54E-03,-318080,7.54E+03,-318080000,7.54E+09,-3.1808E+11,7.54E+15,-3.1808E+14,7.54E+21,-3.1808E+17,7.54E+27,-3.1808E+20,7.54E+33,-3.1808E+23,7.54E+39,-3.1808E+26,7.54E+45,-3.1808E+29,7.54E+51,-3.1808E+32,7.54E+57,-3.1808E+35,7.54E+63,-3.1808E+38,7.54E+69,-3.1808E+41,7.54E+75,-3.1808E+44,7.54E+81,-3.1808E+47,7.54E+87,-3.1808E+50,7.54E+93,-3.1808E+53,7.54E+99,-3.1808E+56,7.54E+105
-308.11,9.89E-03,-308110,9.89E+03,-308110000,9.89E+09,-3.0811E+11,9.89E+15,-3.0811E+14,9.89E+21,-3.0811E+17,9.89E+27,-3.0811E+20,9.89E+33,-3.0811E+23,9.89E+39,-3.0811E+26,9.89E+45,-3.0811E+29,9.89E+51,-3.0811E+32,9.89E+57,-3.0811E+35,9.89E+63,-3.0811E+38,9.89E+69,-3.0811E+41,9.89E+75,-3.0811E+44,9.89E+81,-3.0811E+47,9.89E+87,-3.0811E+50,9.89E+93,-3.0811E+53,9.89E+99,-3.0811E+56,9.89E+105
-298.16,1.18E-02,-298160,1.18E+04,-298160000,1.18E+10,-2.9816E+11,1.18E+16,-2.9816E+14,1.18E+22,-2.9816E+17,1.18E+28,-2.9816E+20,1.18E+34,-2.9816E+23,1.18E+40,-2.9816E+26,1.18E+46,-2.9816E+29,1.18E+52,-2.9816E+32,1.18E+58,-2.9816E+35,1.18E+64,-2.9816E+38,1.18E+70,-2.9816E+41,1.18E+76,-2.9816E+44,1.18E+82,-2.9816E+47,1.18E+88,-2.9816E+50,1.18E+94,-2.9816E+53,1.18E+100,-2.9816E+56,1.18E+106
-288.18,1.37E-02,-288180,1.37E+04,-288180000,1.37E+10,-2.8818E+11,1.37E+16,-2.8818E+14,1.37E+22,-2.8818E+17,1.37E+28,-2.8818E+20,1.37E+34,-2.8818E+23,1.37E+40,-2.8818E+26,1.37E+46,-2.8818E+29,1.37E+52,-2.8818E+32,1.37E+58,-2.8818E+35,1.37E+64,-2.8818E+38,1.37E+70,-2.8818E+41,1.37E+76,-2.8818E+44,1.37E+82,-2.8818E+47,1.37E+88,-2.8818E+50,1.37E+94,-2.8818E+53,1.37E+100,-2.8818E+56,1.37E+106
-278.23,1.52E-02,-278230,1.52E+04,-278230000,1.52E+10,-2.7823E+11,1.52E+16,-2.7823E+14,1.52E+22,-2.7823E+17,1.52E+28,-2.7823E+20,1.52E+34,-2.7823E+23,1.52E+40,-2.7823E+26,1.52E+46,-2.7823E+29,1.52E+52,-2.7823E+32,1.52E+58,-2.7823E+35,1.52E+64,-2.7823E+38,1.52E+70,-2.7823E+41,1.52E+76,-2.7823E+44,1.52E+82,-2.7823E+47,1.52E+88,-2.7823E+50,1.52E+94,-2.7823E+53,1.52E+100,-2.7823E+56,1.52E+106
-268.25,1.66E-02,-268250,1.66E+04,-268250000,1.66E+10,-2.6825E+11,1.66E+16,-2.6825E+14,1.66E+22,-2.6825E+17,1.66E+28,-2.6825E+20,1.66E+34,-2.6825E+23,1.66E+40,-2.6825E+26,1.66E+46,-2.6825E+29,1.66E+52,-2.6825E+32,1.66E+58,-2.6825E+35,1.66E+64,-2.6825E+38,1.66E+70,-2.6825E+41,1.66E+76,-2.6825E+44,1.66E+82,-2.6825E+47,1.66E+88,-2.6825E+50,1.66E+94,-2.6825E+53,1.66E+100,-2.6825E+56,1.66E+106
-258.3,1.80E-02,-258300,1.80E+04,-258300000,1.80E+10,-2.583E+11,1.80E+16,-2.583E+14,1.80E+22,-2.583E+17,1.80E+28,-2.583E+20,1.80E+34,-2.583E+23,1.80E+40,-2.583E+26,1.80E+46,-2.583E+29,1.80E+52,-2.583E+32,1.80E+58,-2.583E+35,1.80E+64,-2.583E+38,1.80E+70,-2.583E+41,1.80E+76,-2.583E+44,1.80E+82,-2.583E+47,1.80E+88,-2.583E+50,1.80E+94,-2.583E+53,1.80E+100,-2.583E+56,1.80E+106
-248.32,1.90E-02,-248320,1.90E+04,-248320000,1.90E+10,-2.4832E+11,1.90E+16,-2.4832E+14,1.90E+22,-2.4832E+17,1.90E+28,-2.4832E+20,1.90E+34,-2.4832E+23,1.90E+40,-2.4832E+26,1.90E+46,-2.4832E+29,1.90E+52,-2.4832E+32,1.90E+58,-2.4832E+35,1.90E+64,-2.4832E+38,1.90E+70,-2.4832E+41,1.90E+76,-2.4832E+44,1.90E+82,-2.4832E+47,1.90E+88,-2.4832E+50,1.90E+94,-2.4832E+53,1.90E+100,-2.4832E+56,1.90E+106
-238.34,2.00E-02,-238340,2.00E+04,-238340000,2.00E+10,-2.3834E+11,2.00E+16,-2.3834E+14,2.00E+22,-2.3834E+17,2.00E+28,-2.3834E+20,2.00E+34,-2.3834E+23,2.00E+40,-2.3834E+26,2.00E+46,-2.3834E+29,2.00E+52,-2.3834E+32,2.00E+58,-2.3834E+35,2.00E+64,-2.3834E+38,2.00E+70,-2.3834E+41,2.00E+76,-2.3834E+44,2.00E+82,-2.3834E+47,2.00E+88,-2.3834E+50,2.00E+94,-2.3834E+53,2.00E+100,-2.3834E+56,2.00E+106
-228.36,2.10E-02,-228360,2.10E+04,-228360000,2.10E+10,-2.2836E+11,2.10E+16,-2.2836E+14,2.10E+22,-2.2836E+17,2.10E+28,-2.2836E+20,2.10E+34,-2.2836E+23,2.10E+40,-2.2836E+26,2.10E+46,-2.2836E+29,2.10E+52,-2.2836E+32,2.10E+58,-2.2836E+35,2.10E+64,-2.2836E+38,2.10E+70,-2.2836E+41,2.10E+76,-2.2836E+44,2.10E+82,-2.2836E+47,2.10E+88,-2.2836E+50,2.10E+94,-2.2836E+53,2.10E+100,-2.2836E+56,2.10E+106
-218.41,2.19E-02,-218410,2.19E+04,-218410000,2.19E+10,-2.1841E+11,2.19E+16,-2.1841E+14,2.19E+22,-2.1841E+17,2.19E+28,-2.1841E+20,2.19E+34,-2.1841E+23,2.19E+40,-2.1841E+26,2.19E+46,-2.1841E+29,2.19E+52,-2.1841E+32,2.19E+58,-2.1841E+35,2.19E+64,-2.1841E+38,2.19E+70,-2.1841E+41,2.19E+76,-2.1841E+44,2.19E+82,-2.1841E+47,2.19E+88,-2.1841E+50,2.19E+94,-2.1841E+53,2.19E+100,-2.1841E+56,2.19E+106
-208.44,2.25E-02,-208440,2.25E+04,-208440000,2.25E+10,-2.0844E+11,2.25E+16,-2.0844E+14,2.25E+22,-2.0844E+17,2.25E+28,-2.0844E+20,2.25E+34,-2.0844E+23,2.25E+40,-2.0844E+26,2.25E+46,-2.0844E+29,2.25E+52,-2.0844E+32,2.25E+58,-2.0844E+35,2.25E+64,-2.0844E+38,2.25E+70,-2.0844E+41,2.25E+76,-2.0844E+44,2.25E+82,-2.0844E+47,2.25E+88,-2.0844E+50,2.25E+94,-2.0844E+53,2.25E+100,-2.0844E+56,2.25E+106
-198.49,2.33E-02,-198490,2.33E+04,-198490000,2.33E+10,-1.9849E+11,2.33E+16,-1.9849E+14,2.33E+22,-1.9849E+17,2.33E+28,-1.9849E+20,2.33E+34,-1.9849E+23,2.33E+40,-1.9849E+26,2.33E+46,-1.9849E+29,2.33E+52,-1.9849E+32,2.33E+58,-1.9849E+35,2.33E+64,-1.9849E+38,2.33E+70,-1.9849E+41,2.33E+76,-1.9849E+44,2.33E+82,-1.9849E+47,2.33E+88,-1.9849E+50,2.33E+94,-1.9849E+53,2.33E+100,-1.9849E+56,2.33E+106
-188.51,2.39E-02,-188510,2.39E+04,-188510000,2.39E+10,-1.8851E+11,2.39E+16,-1.8851E+14,2.39E+22,-1.8851E+17,2.39E+28,-1.8851E+20,2.39E+34,-1.8851E+23,2.39E+40,-1.8851E+26,2.39E+46,-1.8851E+29,2.39E+52,-1.8851E+32,2.39E+58,-1.8851E+35,2.39E+64,-1.8851E+38,2.39E+70,-1.8851E+41,2.39E+76,-1.8851E+44,2.39E+82,-1.8851E+47,2.39E+88,-1.8851E+50,2.39E+94,-1.8851E+53,2.39E+100,-1.8851E+56,2.39E+106
-178.56,2.44E-02,-178560,2.44E+04,-178560000,2.44E+10,-1.7856E+11,2.44E+16,-1.7856E+14,2.44E+22,-1.7856E+17,2.44E+28,-1.7856E+20,2.44E+34,-1.7856E+23,2.44E+40,-1.7856E+26,2.44E+46,-1.7856E+29,2.44E+52,-1.7856E+32,2.44E+58,-1.7856E+35,2.44E+64,-1.7856E+38,2.44E+70,-1.7856E+41,2.44E+76,-1.7856E+44,2.44E+82,-1.7856E+47,2.44E+88,-1.7856E+50,2.44E+94,-1.7856E+53,2.44E+100,-1.7856E+56,2.44E+106
-168.58,2.51E-02,-168580,2.51E+04,-168580000,2.51E+10,-1.6858E+11,2.51E+16,-1.6858E+14,2.51E+22,-1.6858E+17,2.51E+28,-1.6858E+20,2.51E+34,-1.6858E+23,2.51E+40,-1.6858E+26,2.51E+46,-1.6858E+29,2.51E+52,-1.6858E+32,2.51E+58,-1.6858E+35,2.51E+64,-1.6858E+38,2.51E+70,-1.6858E+41,2.51E+76,-1.6858E+44,2.51E+82,-1.6858E+47,2.51E+88,-1.6858E+50,2.51E+94,-1.6858E+53,2.51E+100,-1.6858E+56,2.51E+106
-158.63,2.57E-02,-158630,2.57E+04,-158630000,2.57E+10,-1.5863E+11,2.57E+16,-1.5863E+14,2.57E+22,-1.5863E+17,2.57E+28,-1.5863E+20,2.57E+34,-1.5863E+23,2.57E+40,-1.5863E+26,2.57E+46,-1.5863E+29,2.57E+52,-1.5863E+32,2.57E+58,-1.5863E+35,2.57E+64,-1.5863E+38,2.57E+70,-1.5863E+41,2.57E+76,-1.5863E+44,2.57E+82,-1.5863E+47,2.57E+88,-1.5863E+50,2.57E+94,-1.5863E+53,2.57E+100,-1.5863E+56,2.57E+106
-148.65,2.63E-02,-148650,2.63E+04,-148650000,2.63E+10,-1.4865E+11,2.63E+16,-1.4865E+14,2.63E+22,-1.4865E+17,2.63E+28,-1.4865E+20,2.63E+34,-1.4865E+23,2.63E+40,-1.4865E+26,2.63E+46,-1.4865E+29,2.63E+52,-1.4865E+32,2.63E+58,-1.4865E+35,2.63E+64,-1.4865E+38,2.63E+70,-1.4865E+41,2.63E+76,-1.4865E+44,2.63E+82,-1.4865E+47,2.63E+88,-1.4865E+50,2.63E+94,-1.4865E+53,2.63E+100,-1.4865E+56,2.63E+106
-138.67,2.69E-02,-138670,2.69E+04,-138670000,2.69E+10,-1.3867E+11,2.69E+16,-1.3867E+14,2.69E+22,-1.3867E+17,2.69E+28,-1.3867E+20,2.69E+34,-1.3867E+23,2.69E+40,-1.3867E+26,2.69E+46,-1.3867E+29,2.69E+52,-1.3867E+32,2.69E+58,-1.3867E+35,2.69E+64,-1.3867E+38,2.69E+70,-1.3867E+41,2.69E+76,-1.3867E+44,2.69E+82,-1.3867E+47,2.69E+88,-1.3867E+50,2.69E+94,-1.3867E+53,2.69E+100,-1.3867E+56,2.69E+106
-128.72,2.73E-02,-128720,2.73E+04,-128720000,2.73E+10,-1.2872E+11,2.73E+16,-1.2872E+14,2.73E+22,-1.2872E+17,2.73E+28,-1.2872E+20,2.73E+34,-1.2872E+23,2.73E+40,-1.2872E+26,2.73E+46,-1.2872E+29,2.73E+52,-1.2872E+32,2.73E+58,-1.2872E+35,2.73E+64,-1.2872E+38,2.73E+70,-1.2872E+41,2.73E+76,-1.2872E+44,2.73E+82,-1.2872E+47,2.73E+88,-1.2872E+50,2.73E+94,-1.2872E+53,2.73E+100,-1.2872E+56,2.73E+106
-118.74,2.77E-02,-118740,2.77E+04,-118740000,2.77E+10,-1.1874E+11,2.77E+16,-1.1874E+14,2.77E+22,-1.1874E+17,2.77E+28,-1.1874E+20,2.77E+34,-1.1874E+23,2.77E+40,-1.1874E+26,2.77E+46,-1.1874E+29,2.77E+52,-1.1874E+32,2.77E+58,-1.1874E+35,2.77E+64,-1.1874E+38,2.77E+70,-1.1874E+41,2.77E+76,-1.1874E+44,2.77E+82,-1.1874E+47,2.77E+88,-1.1874E+50,2.77E+94,-1.1874E+53,2.77E+100,-1.1874E+56,2.77E+106
-108.8,2.82E-02,-108800,2.82E+04,-108800000,2.82E+10,-1.088E+11,2.82E+16,-1.088E+14,2.82E+22,-1.088E+17,2.82E+28,-1.088E+20,2.82E+34,-1.088E+23,2.82E+40,-1.088E+26,2.82E+46,-1.088E+29,2.82E+52,-1.088E+32,2.82E+58,-1.088E+35,2.82E+64,-1.088E+38,2.82E+70,-1.088E+41,2.82E+76,-1.088E+44,2.82E+82,-1.088E+47,2.82E+88,-1.088E+50,2.82E+94,-1.088E+53,2.82E+100,-1.088E+56,2.82E+106
